id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales,estado_licencia_auditada,y_fraude_administrativo,indice_rotacion_booking,eustat_variacion_poblacion_5anos,ingreso_mensual_turistico,ingreso_mensual_tradicional,ratio_especulacion_real,indice_desertizacion_comercial,indice_desplazamiento_vecinal,y_especulador
48538877,198511,Jon,Bilbao,219.0,322,2,ESS00123,29400.0,24,350.0,13.8,72.0,186,OK_ESS00123,0,85.7,-5.390000000000001,4818.0,993.6,4.85,68.2,51.0,1
83851335,373797,Ane,Bilbao,317.0,105,3,EBI00456,29400.0,24,350.0,13.8,72.0,201,OK_EBI00456,0,31.9,-6.37,6974.0,993.6,7.02,46.5,55.1,1
54196734,783321,Iker,Donostia-San Sebastián,61.0,361,10,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,110,ILEGAL_SIN_REGISTRO,1,91.9,-6.010000000000001,1342.0,1333.8000000000002,1.01,79.6,30.1,0
99630668,706229,Amaia,Bilbao,134.0,248,2,ESS00123,29400.0,24,350.0,13.8,72.0,288,OK_ESS00123,0,69.8,-4.54,2948.0,993.6,2.97,60.8,78.9,1
90558427,829497,Ane,Donostia-San Sebastián,185.0,188,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,179,ILEGAL_SIN_REGISTRO,1,51.6,-7.25,4070.0,1333.8000000000002,3.05,62.3,49.0,1
48503931,920094,Ane,Vitoria-Gasteiz,189.0,108,6,ESS00123,34200.0,8,1400.0,9.5,85.0,245,OK_ESS00123,0,36.0,-2.99,4158.0,807.5,5.15,22.8,67.1,1
29164528,198818,Mikel,Vitoria-Gasteiz,210.0,84,3,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,242,ILEGAL_SIN_REGISTRO,1,26.3,-3.2,4620.0,807.5,5.72,20.4,66.3,1
97580056,252360,Amaia,Bilbao,122.0,325,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,195,ILEGAL_SIN_REGISTRO,1,89.4,-4.42,2684.0,993.6,2.7,68.5,53.4,1
30812709,877915,Amaia,Donostia-San Sebastián,306.0,177,8,ESS00123,38500.0,29,120.0,17.1,78.0,148,OK_ESS00123,0,49.8,-8.46,6732.0,1333.8000000000002,5.05,61.2,40.5,1
99589817,719369,Amaia,Donostia-San Sebastián,207.0,203,11,EBI00456,38500.0,29,120.0,17.1,78.0,132,OK_EBI00456,0,53.6,-7.470000000000001,4554.0,1333.8000000000002,3.41,63.8,36.2,1
62203051,661165,Mikel,Vitoria-Gasteiz,58.0,259,6,ESS00123,34200.0,8,1400.0,9.5,85.0,177,OK_ESS00123,0,70.1,-1.6800000000000002,1276.0,807.5,1.58,37.9,48.5,0
49301804,473706,Ane,Vitoria-Gasteiz,283.0,216,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,289,ILEGAL_SIN_REGISTRO,1,58.8,-3.93,6226.0,807.5,7.71,33.6,79.2,1
14848287,311957,Mikel,Donostia-San Sebastián,116.0,193,1,EBI00456,38500.0,29,120.0,17.1,78.0,113,OK_EBI00456,0,56.1,-6.5600000000000005,2552.0,1333.8000000000002,1.91,62.8,31.0,0
61152700,172715,Gorka,Bilbao,187.0,207,3,EBI00456,29400.0,24,350.0,13.8,72.0,235,OK_EBI00456,0,57.6,-5.07,4114.0,993.6,4.14,56.7,64.4,1
53750190,241398,Gorka,Vitoria-Gasteiz,313.0,130,3,Exento,34200.0,8,1400.0,9.5,85.0,284,OK_EXENTO,0,38.5,-4.23,6886.0,807.5,8.53,25.0,77.8,1
79334164,734379,Mikel,Bilbao,285.0,292,2,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,130,ILEGAL_SIN_REGISTRO,1,76.9,-6.050000000000001,6270.0,993.6,6.31,65.2,35.6,1
62187215,619052,Amaia,Bilbao,289.0,358,7,ESS00123,29400.0,24,350.0,13.8,72.0,293,OK_ESS00123,0,93.0,-6.09,6358.0,993.6,6.4,71.8,80.3,1
88998740,232632,Ane,Vitoria-Gasteiz,207.0,213,9,EBI00456,34200.0,8,1400.0,9.5,85.0,214,OK_EBI00456,0,61.7,-3.17,4554.0,807.5,5.64,33.3,58.6,1
65257851,965580,Mikel,Bilbao,104.0,149,4,ESS00123,29400.0,24,350.0,13.8,72.0,175,OK_ESS00123,0,40.0,-4.24,2288.0,993.6,2.3,50.9,47.9,0
58518372,183186,Mikel,Bilbao,50.0,258,5,ESS00123,29400.0,24,350.0,13.8,72.0,116,OK_ESS00123,0,69.2,-3.7,1100.0,993.6,1.11,61.8,31.8,0
22842659,787250,Mikel,Donostia-San Sebastián,241.0,220,3,EBI00456,38500.0,29,120.0,17.1,78.0,158,OK_EBI00456,0,61.0,-7.8100000000000005,5302.0,1333.8000000000002,3.98,65.5,43.3,1
43978002,251094,Jon,Bilbao,102.0,85,11,ESS00123,29400.0,24,350.0,13.8,72.0,125,OK_ESS00123,0,28.3,-4.220000000000001,2244.0,993.6,2.26,44.5,34.2,0
12373139,694604,Gorka,Donostia-San Sebastián,261.0,180,9,ESS00123,38500.0,29,120.0,17.1,78.0,254,OK_ESS00123,0,48.6,-8.01,5742.0,1333.8000000000002,4.3,61.5,69.6,1
65553464,128380,Iker,Vitoria-Gasteiz,70.0,360,4,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,193,ILEGAL_SIN_REGISTRO,1,91.9,-1.8,1540.0,807.5,1.91,48.0,52.9,0
52801198,734486,Amaia,Vitoria-Gasteiz,49.0,271,5,ESS00123,34200.0,8,1400.0,9.5,85.0,196,OK_ESS00123,0,72.3,-1.59,1078.0,807.5,1.33,39.1,53.7,0
28892008,364500,Maite,Donostia-San Sebastián,64.0,122,1,EBI00456,38500.0,29,120.0,17.1,78.0,207,OK_EBI00456,0,37.6,-6.04,1408.0,1333.8000000000002,1.06,55.7,56.7,0
45427853,170326,Iker,Vitoria-Gasteiz,242.0,127,11,ESS00123,34200.0,8,1400.0,9.5,85.0,184,OK_ESS00123,0,33.7,-3.52,5324.0,807.5,6.59,24.7,50.4,1
66882318,978879,Amaia,Bilbao,103.0,312,2,ESS00123,29400.0,24,350.0,13.8,72.0,143,OK_ESS00123,0,83.3,-4.23,2266.0,993.6,2.28,67.2,39.2,0
83190814,739282,Maite,Bilbao,286.0,61,9,ESS00123,29400.0,24,350.0,13.8,72.0,270,OK_ESS00123,0,22.3,-6.0600000000000005,6292.0,993.6,6.33,42.1,74.0,1
20986868,320971,Jon,Bilbao,190.0,167,2,EBI00456,29400.0,24,350.0,13.8,72.0,135,OK_EBI00456,0,47.8,-5.1,4180.0,993.6,4.21,52.7,37.0,1
50480309,906481,Mikel,Vitoria-Gasteiz,317.0,345,5,Exento,34200.0,8,1400.0,9.5,85.0,175,OK_EXENTO,0,91.7,-4.27,6974.0,807.5,8.64,46.5,47.9,1
49521538,568933,Jon,Bilbao,293.0,108,8,ESS00123,29400.0,24,350.0,13.8,72.0,234,OK_ESS00123,0,31.3,-6.130000000000001,6446.0,993.6,6.49,46.8,64.1,1
88815702,991793,Jon,Vitoria-Gasteiz,58.0,199,3,ESS00123,34200.0,8,1400.0,9.5,85.0,172,OK_ESS00123,0,51.9,-1.6800000000000002,1276.0,807.5,1.58,31.9,47.1,0
70972984,902514,Iker,Bilbao,57.0,277,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,196,CORREGIDA_EBI014636,0,74.9,-3.77,1254.0,993.6,1.26,63.7,53.7,0
48673354,887093,Ane,Donostia-San Sebastián,88.0,103,4,ESS00123,38500.0,29,120.0,17.1,78.0,150,OK_ESS00123,0,33.6,-6.28,1936.0,1333.8000000000002,1.45,53.8,41.1,0
65454431,268484,Iker,Vitoria-Gasteiz,63.0,328,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,207,ILEGAL_SIN_REGISTRO,1,86.3,-1.73,1386.0,807.5,1.72,44.8,56.7,0
75557447,889352,Gorka,Vitoria-Gasteiz,107.0,137,7,ESS00123,34200.0,8,1400.0,9.5,85.0,233,OK_ESS00123,0,39.4,-2.17,2354.0,807.5,2.92,25.7,63.8,1
93845477,584410,Maite,Bilbao,283.0,275,10,Exento,29400.0,24,350.0,13.8,72.0,188,OK_EXENTO,0,72.6,-6.03,6226.0,993.6,6.27,63.5,51.5,1
87982667,869666,Mikel,Vitoria-Gasteiz,144.0,157,3,ESS00123,34200.0,8,1400.0,9.5,85.0,119,OK_ESS00123,0,42.0,-2.54,3168.0,807.5,3.92,27.7,32.6,1
65860631,441705,Iker,Vitoria-Gasteiz,207.0,295,6,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,124,ILEGAL_SIN_REGISTRO,1,77.8,-3.17,4554.0,807.5,5.64,41.5,34.0,1
67681017,895378,Maite,Donostia-San Sebastián,166.0,341,10,Exento,38500.0,29,120.0,17.1,78.0,151,OK_EXENTO,0,89.3,-7.0600000000000005,3652.0,1333.8000000000002,2.74,77.6,41.4,1
12667867,325314,Amaia,Donostia-San Sebastián,88.0,208,9,EBI00456,38500.0,29,120.0,17.1,78.0,202,OK_EBI00456,0,57.2,-6.28,1936.0,1333.8000000000002,1.45,64.3,55.3,0
66987271,538716,Maite,Bilbao,189.0,363,11,ESS00123,29400.0,24,350.0,13.8,72.0,294,OK_ESS00123,0,98.5,-5.09,4158.0,993.6,4.18,72.3,80.5,1
51241273,859900,Amaia,Donostia-San Sebastián,94.0,125,10,Exento,38500.0,29,120.0,17.1,78.0,126,OK_EXENTO,0,38.1,-6.34,2068.0,1333.8000000000002,1.55,56.0,34.5,0
55718843,902741,Iker,Bilbao,109.0,293,1,EBI00456,29400.0,24,350.0,13.8,72.0,118,OK_EBI00456,0,77.2,-4.29,2398.0,993.6,2.41,65.3,32.3,0
78452891,679518,Gorka,Bilbao,208.0,146,3,ESS00123,29400.0,24,350.0,13.8,72.0,223,OK_ESS00123,0,41.2,-5.28,4576.0,993.6,4.61,50.6,61.1,1
75432283,998254,Iker,Bilbao,185.0,138,2,ESS00123,29400.0,24,350.0,13.8,72.0,145,OK_ESS00123,0,37.7,-5.050000000000001,4070.0,993.6,4.1,49.8,39.7,1
81275364,591872,Amaia,Vitoria-Gasteiz,172.0,264,8,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,145,ILEGAL_SIN_REGISTRO,1,70.9,-2.8200000000000003,3784.0,807.5,4.69,38.4,39.7,1
34244264,616998,Maite,Donostia-San Sebastián,283.0,338,7,ESS00123,38500.0,29,120.0,17.1,78.0,157,OK_ESS00123,0,87.3,-8.23,6226.0,1333.8000000000002,4.67,77.3,43.0,1
52734307,619984,Maite,Bilbao,231.0,313,2,EBI00456,29400.0,24,350.0,13.8,72.0,160,OK_EBI00456,0,79.6,-5.51,5082.0,993.6,5.11,67.3,43.8,1
84993343,565757,Amaia,Donostia-San Sebastián,252.0,363,6,EBI00456,38500.0,29,120.0,17.1,78.0,206,OK_EBI00456,0,92.3,-7.92,5544.0,1333.8000000000002,4.16,79.8,56.4,1
77606426,474484,Jon,Bilbao,264.0,189,3,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,228,ILEGAL_SIN_REGISTRO,1,52.5,-5.84,5808.0,993.6,5.85,54.9,62.5,1
55791733,608062,Gorka,Donostia-San Sebastián,234.0,143,8,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,204,CORREGIDA_EBI014636,0,41.5,-7.74,5148.0,1333.8000000000002,3.86,57.8,55.9,1
14578238,683609,Ane,Donostia-San Sebastián,281.0,335,10,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,179,CORREGIDA_EBI014636,0,86.4,-8.21,6182.0,1333.8000000000002,4.63,77.0,49.0,1
30814992,232028,Mikel,Bilbao,238.0,246,3,ESS00123,29400.0,24,350.0,13.8,72.0,183,OK_ESS00123,0,67.2,-5.58,5236.0,993.6,5.27,60.6,50.1,1
31288948,331447,Maite,Vitoria-Gasteiz,303.0,105,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,189,ILEGAL_SIN_REGISTRO,1,34.2,-4.13,6666.0,807.5,8.26,22.5,51.8,1
15562067,960563,Mikel,Donostia-San Sebastián,290.0,242,9,ESS00123,38500.0,29,120.0,17.1,78.0,177,OK_ESS00123,0,65.6,-8.3,6380.0,1333.8000000000002,4.78,67.7,48.5,1
48791628,541124,Ane,Vitoria-Gasteiz,180.0,327,1,EBI00456,34200.0,8,1400.0,9.5,85.0,259,OK_EBI00456,0,87.7,-2.9000000000000004,3960.0,807.5,4.9,44.7,71.0,1
37345820,912395,Iker,Vitoria-Gasteiz,315.0,355,5,EBI00456,34200.0,8,1400.0,9.5,85.0,186,OK_EBI00456,0,90.3,-4.25,6930.0,807.5,8.58,47.5,51.0,1
45154828,726045,Mikel,Bilbao,215.0,159,3,ESS00123,29400.0,24,350.0,13.8,72.0,225,OK_ESS00123,0,43.7,-5.35,4730.0,993.6,4.76,51.9,61.6,1
30088365,532659,Ane,Bilbao,203.0,137,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,115,CORREGIDA_EBI014636,0,40.0,-5.23,4466.0,993.6,4.49,49.7,31.5,1
68842658,985691,Amaia,Bilbao,245.0,331,10,ESS00123,29400.0,24,350.0,13.8,72.0,263,OK_ESS00123,0,88.8,-5.65,5390.0,993.6,5.42,69.1,72.1,1
53109628,401207,Jon,Donostia-San Sebastián,89.0,221,2,EBI00456,38500.0,29,120.0,17.1,78.0,184,OK_EBI00456,0,63.4,-6.29,1958.0,1333.8000000000002,1.47,65.6,50.4,0
23021573,476369,Maite,Bilbao,308.0,103,9,Exento,29400.0,24,350.0,13.8,72.0,197,OK_EXENTO,0,34.3,-6.28,6776.0,993.6,6.82,46.3,54.0,1
62827729,478544,Ane,Bilbao,115.0,297,6,Exento,29400.0,24,350.0,13.8,72.0,112,OK_EXENTO,0,77.3,-4.35,2530.0,993.6,2.55,65.7,30.7,1
54620658,442962,Mikel,Donostia-San Sebastián,147.0,193,7,ESS00123,38500.0,29,120.0,17.1,78.0,161,OK_ESS00123,0,49.8,-6.87,3234.0,1333.8000000000002,2.42,62.8,44.1,0
39933823,366847,Maite,Donostia-San Sebastián,169.0,251,5,EBI00456,38500.0,29,120.0,17.1,78.0,183,OK_EBI00456,0,67.4,-7.09,3718.0,1333.8000000000002,2.79,68.6,50.1,1
90155332,820488,Jon,Bilbao,274.0,337,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,234,ILEGAL_SIN_REGISTRO,1,87.6,-5.94,6028.0,993.6,6.07,69.7,64.1,1
94461358,696387,Amaia,Bilbao,190.0,77,1,ESS00123,29400.0,24,350.0,13.8,72.0,174,OK_ESS00123,0,23.7,-5.1,4180.0,993.6,4.21,43.7,47.7,1
65519128,519065,Iker,Bilbao,241.0,71,5,EBI00456,29400.0,24,350.0,13.8,72.0,161,OK_EBI00456,0,19.1,-5.61,5302.0,993.6,5.34,43.1,44.1,1
61509697,787220,Maite,Bilbao,265.0,239,11,ESS00123,29400.0,24,350.0,13.8,72.0,185,OK_ESS00123,0,65.5,-5.85,5830.0,993.6,5.87,59.9,50.7,1
96966281,131585,Iker,Vitoria-Gasteiz,104.0,182,10,EBI00456,34200.0,8,1400.0,9.5,85.0,251,OK_EBI00456,0,52.0,-2.14,2288.0,807.5,2.83,30.2,68.8,1
17136029,515231,Ane,Vitoria-Gasteiz,142.0,305,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,198,ILEGAL_SIN_REGISTRO,1,80.4,-2.52,3124.0,807.5,3.87,42.5,54.2,1
97350522,667873,Jon,Bilbao,215.0,281,6,EBI00456,29400.0,24,350.0,13.8,72.0,181,OK_EBI00456,0,75.2,-5.35,4730.0,993.6,4.76,64.1,49.6,1
69994988,389102,Mikel,Vitoria-Gasteiz,217.0,110,7,EBI00456,34200.0,8,1400.0,9.5,85.0,177,OK_EBI00456,0,32.4,-3.27,4774.0,807.5,5.91,23.0,48.5,1
46869124,388161,Jon,Donostia-San Sebastián,195.0,130,4,EBI00456,38500.0,29,120.0,17.1,78.0,265,OK_EBI00456,0,35.8,-7.3500000000000005,4290.0,1333.8000000000002,3.22,56.5,72.6,1
31496823,486821,Jon,Vitoria-Gasteiz,166.0,107,1,EBI00456,34200.0,8,1400.0,9.5,85.0,247,OK_EBI00456,0,32.5,-2.76,3652.0,807.5,4.52,22.7,67.7,1
16285088,915858,Gorka,Vitoria-Gasteiz,152.0,78,11,ESS00123,34200.0,8,1400.0,9.5,85.0,224,OK_ESS00123,0,19.3,-2.62,3344.0,807.5,4.14,19.8,61.4,1
59907857,379922,Jon,Bilbao,48.0,321,8,ESS00123,29400.0,24,350.0,13.8,72.0,166,OK_ESS00123,0,87.2,-3.68,1056.0,993.6,1.06,68.1,45.5,0
89569119,800601,Jon,Vitoria-Gasteiz,137.0,143,10,EBI00456,34200.0,8,1400.0,9.5,85.0,175,OK_EBI00456,0,43.8,-2.47,3014.0,807.5,3.73,26.3,47.9,1
81021806,142229,Maite,Vitoria-Gasteiz,50.0,214,4,EBI00456,34200.0,8,1400.0,9.5,85.0,199,OK_EBI00456,0,55.5,-1.6,1100.0,807.5,1.36,33.4,54.5,0
17468810,186652,Mikel,Vitoria-Gasteiz,150.0,112,3,EBI00456,34200.0,8,1400.0,9.5,85.0,159,OK_EBI00456,0,35.2,-2.6,3300.0,807.5,4.09,23.2,43.6,1
11635156,349474,Maite,Vitoria-Gasteiz,190.0,166,7,ESS00123,34200.0,8,1400.0,9.5,85.0,123,OK_ESS00123,0,51.1,-3.0,4180.0,807.5,5.18,28.6,33.7,1
35301054,803724,Maite,Donostia-San Sebastián,315.0,363,2,ESS00123,38500.0,29,120.0,17.1,78.0,125,OK_ESS00123,0,95.4,-8.55,6930.0,1333.8000000000002,5.2,79.8,34.2,1
87264088,360116,Ane,Bilbao,140.0,194,8,ESS00123,29400.0,24,350.0,13.8,72.0,291,OK_ESS00123,0,52.6,-4.6,3080.0,993.6,3.1,55.4,79.7,1
15001045,971310,Maite,Bilbao,273.0,128,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,280,CORREGIDA_EBI014636,0,34.6,-5.93,6006.0,993.6,6.04,48.8,76.7,1
81572282,943488,Gorka,Donostia-San Sebastián,246.0,70,7,EBI00456,38500.0,29,120.0,17.1,78.0,151,OK_EBI00456,0,23.8,-7.86,5412.0,1333.8000000000002,4.06,50.5,41.4,1
38267184,620985,Gorka,Vitoria-Gasteiz,256.0,202,5,ESS00123,34200.0,8,1400.0,9.5,85.0,219,OK_ESS00123,0,55.7,-3.66,5632.0,807.5,6.97,32.2,60.0,1
14345760,119975,Iker,Donostia-San Sebastián,50.0,251,9,ESS00123,38500.0,29,120.0,17.1,78.0,131,OK_ESS00123,0,67.6,-5.9,1100.0,1333.8000000000002,0.82,68.6,35.9,0
33930984,257795,Ane,Vitoria-Gasteiz,156.0,128,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,177,CORREGIDA_EBI014636,0,35.4,-2.66,3432.0,807.5,4.25,24.8,48.5,1
46805730,516495,Iker,Donostia-San Sebastián,150.0,82,11,ESS00123,38500.0,29,120.0,17.1,78.0,128,OK_ESS00123,0,30.3,-6.9,3300.0,1333.8000000000002,2.47,51.7,35.1,0
48019582,309373,Iker,Bilbao,183.0,240,5,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,175,ILEGAL_SIN_REGISTRO,1,62.9,-5.03,4026.0,993.6,4.05,60.0,47.9,1
68720660,297133,Amaia,Bilbao,140.0,352,3,ESS00123,29400.0,24,350.0,13.8,72.0,276,OK_ESS00123,0,90.2,-4.6,3080.0,993.6,3.1,71.2,75.6,1
65229238,974829,Mikel,Bilbao,258.0,68,11,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,182,CORREGIDA_EBI014636,0,25.9,-5.78,5676.0,993.6,5.71,42.8,49.9,1
28100699,804513,Mikel,Vitoria-Gasteiz,66.0,330,1,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,256,ILEGAL_SIN_REGISTRO,1,90.3,-1.7600000000000002,1452.0,807.5,1.8,45.0,70.1,0
11722320,395286,Maite,Vitoria-Gasteiz,237.0,152,2,EBI00456,34200.0,8,1400.0,9.5,85.0,253,OK_EBI00456,0,42.1,-3.47,5214.0,807.5,6.46,27.2,69.3,1
23298372,913348,Maite,Donostia-San Sebastián,194.0,76,8,ESS00123,38500.0,29,120.0,17.1,78.0,163,OK_ESS00123,0,24.3,-7.34,4268.0,1333.8000000000002,3.2,51.1,44.7,1
39702914,688612,Amaia,Donostia-San Sebastián,291.0,213,1,ESS00123,38500.0,29,120.0,17.1,78.0,262,OK_ESS00123,0,57.3,-8.31,6402.0,1333.8000000000002,4.8,64.8,71.8,1
91550308,276037,Maite,Bilbao,311.0,208,7,EBI00456,29400.0,24,350.0,13.8,72.0,221,OK_EBI00456,0,56.4,-6.3100000000000005,6842.0,993.6,6.89,56.8,60.5,1
41657524,488076,Mikel,Vitoria-Gasteiz,295.0,326,5,EBI00456,34200.0,8,1400.0,9.5,85.0,127,OK_EBI00456,0,86.0,-4.050000000000001,6490.0,807.5,8.04,44.6,34.8,1
41206052,760008,Iker,Donostia-San Sebastián,47.0,165,3,ESS00123,38500.0,29,120.0,17.1,78.0,260,OK_ESS00123,0,50.1,-5.87,1034.0,1333.8000000000002,0.78,60.0,71.2,0
40413513,790493,Jon,Vitoria-Gasteiz,120.0,94,11,ESS00123,34200.0,8,1400.0,9.5,85.0,226,OK_ESS00123,0,27.1,-2.3,2640.0,807.5,3.27,21.4,61.9,1
35329097,720347,Gorka,Vitoria-Gasteiz,131.0,178,7,EBI00456,34200.0,8,1400.0,9.5,85.0,194,OK_EBI00456,0,46.6,-2.41,2882.0,807.5,3.57,29.8,53.2,1
22243026,722605,Jon,Bilbao,314.0,73,9,EBI00456,29400.0,24,350.0,13.8,72.0,248,OK_EBI00456,0,19.1,-6.34,6908.0,993.6,6.95,43.3,67.9,1
66024141,825495,Jon,Bilbao,269.0,73,2,ESS00123,29400.0,24,350.0,13.8,72.0,148,OK_ESS00123,0,24.5,-5.890000000000001,5918.0,993.6,5.96,43.3,40.5,1
85356616,397190,Mikel,Vitoria-Gasteiz,62.0,325,8,ESS00123,34200.0,8,1400.0,9.5,85.0,214,OK_ESS00123,0,86.6,-1.7200000000000002,1364.0,807.5,1.69,44.5,58.6,0
27864557,540280,Jon,Vitoria-Gasteiz,157.0,199,9,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,177,CORREGIDA_EBI014636,0,56.2,-2.67,3454.0,807.5,4.28,31.9,48.5,1
16195200,201459,Amaia,Vitoria-Gasteiz,295.0,353,11,EBI00456,34200.0,8,1400.0,9.5,85.0,134,OK_EBI00456,0,90.9,-4.050000000000001,6490.0,807.5,8.04,47.3,36.7,1
81086130,861985,Ane,Vitoria-Gasteiz,277.0,178,3,Exento,34200.0,8,1400.0,9.5,85.0,267,OK_EXENTO,0,48.0,-3.87,6094.0,807.5,7.55,29.8,73.2,1
63363404,300422,Maite,Bilbao,246.0,297,2,EBI00456,29400.0,24,350.0,13.8,72.0,282,OK_EBI00456,0,81.4,-5.66,5412.0,993.6,5.45,65.7,77.3,1
94729603,932325,Ane,Donostia-San Sebastián,127.0,93,7,ESS00123,38500.0,29,120.0,17.1,78.0,232,OK_ESS00123,0,30.3,-6.67,2794.0,1333.8000000000002,2.09,52.8,63.6,0
52489277,201520,Iker,Bilbao,169.0,228,5,ESS00123,29400.0,24,350.0,13.8,72.0,230,OK_ESS00123,0,68.5,-4.890000000000001,3718.0,993.6,3.74,58.8,63.0,1
23832640,685560,Gorka,Donostia-San Sebastián,219.0,69,5,ESS00123,38500.0,29,120.0,17.1,78.0,170,OK_ESS00123,0,21.6,-7.59,4818.0,1333.8000000000002,3.61,50.4,46.6,1
76360176,847512,Maite,Vitoria-Gasteiz,113.0,181,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,209,ILEGAL_SIN_REGISTRO,1,51.1,-2.23,2486.0,807.5,3.08,30.1,57.3,1
40061031,616123,Jon,Donostia-San Sebastián,91.0,204,5,EBI00456,38500.0,29,120.0,17.1,78.0,160,OK_EBI00456,0,56.7,-6.3100000000000005,2002.0,1333.8000000000002,1.5,63.9,43.8,0
77201057,429793,Gorka,Bilbao,300.0,282,4,ESS00123,29400.0,24,350.0,13.8,72.0,207,OK_ESS00123,0,74.5,-6.2,6600.0,993.6,6.64,64.2,56.7,1
71902171,426818,Maite,Bilbao,259.0,316,5,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,246,CORREGIDA_EBI014636,0,86.2,-5.79,5698.0,993.6,5.73,67.6,67.4,1
90197726,244832,Amaia,Vitoria-Gasteiz,74.0,327,4,ESS00123,34200.0,8,1400.0,9.5,85.0,111,OK_ESS00123,0,84.9,-1.84,1628.0,807.5,2.02,44.7,30.4,0
95072967,252999,Amaia,Bilbao,281.0,63,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,114,CORREGIDA_EBI014636,0,21.4,-6.01,6182.0,993.6,6.22,42.3,31.2,1
75812633,448619,Amaia,Vitoria-Gasteiz,292.0,165,4,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,289,CORREGIDA_EBI014636,0,48.4,-4.02,6424.0,807.5,7.96,28.5,79.2,1
97220897,161367,Amaia,Bilbao,69.0,144,2,ESS00123,29400.0,24,350.0,13.8,72.0,195,OK_ESS00123,0,39.3,-3.89,1518.0,993.6,1.53,50.4,53.4,0
42043445,853315,Jon,Bilbao,118.0,273,9,ESS00123,29400.0,24,350.0,13.8,72.0,242,OK_ESS00123,0,72.0,-4.38,2596.0,993.6,2.61,63.3,66.3,1
91052418,505804,Ane,Vitoria-Gasteiz,250.0,180,2,EBI00456,34200.0,8,1400.0,9.5,85.0,177,OK_EBI00456,0,49.9,-3.6,5500.0,807.5,6.81,30.0,48.5,1
96601594,857038,Maite,Donostia-San Sebastián,138.0,191,9,EBI00456,38500.0,29,120.0,17.1,78.0,118,OK_EBI00456,0,52.7,-6.78,3036.0,1333.8000000000002,2.28,62.6,32.3,0
46213003,335806,Jon,Bilbao,171.0,256,10,EBI00456,29400.0,24,350.0,13.8,72.0,202,OK_EBI00456,0,66.1,-4.91,3762.0,993.6,3.79,61.6,55.3,1
26689088,807593,Amaia,Donostia-San Sebastián,69.0,78,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,259,CORREGIDA_EBI014636,0,23.6,-6.09,1518.0,1333.8000000000002,1.14,51.3,71.0,0
98720437,144738,Iker,Bilbao,160.0,189,9,Exento,29400.0,24,350.0,13.8,72.0,264,OK_EXENTO,0,51.0,-4.800000000000001,3520.0,993.6,3.54,54.9,72.3,1
17102173,657685,Ane,Bilbao,92.0,71,9,ESS00123,29400.0,24,350.0,13.8,72.0,247,OK_ESS00123,0,24.8,-4.12,2024.0,993.6,2.04,43.1,67.7,0
55388538,444333,Iker,Bilbao,270.0,140,3,ESS00123,29400.0,24,350.0,13.8,72.0,234,OK_ESS00123,0,40.2,-5.9,5940.0,993.6,5.98,50.0,64.1,1
48720111,438511,Gorka,Bilbao,310.0,321,1,EBI00456,29400.0,24,350.0,13.8,72.0,170,OK_EBI00456,0,90.0,-6.300000000000001,6820.0,993.6,6.86,68.1,46.6,1
