id,host_id,host_name,neighbourhood_cleansed,price_clean,availability_365,calculated_host_listings_count,license,eustat_renta_media_hogar,osm_densidad_ocio_500m,osm_distancia_costa_monumento_m,idealista_m2_mes,catastro_m2_real,dias_ocupados_reales
75732489,673189,Iker,Bilbao,183.0,104,7,ESS00123,29400.0,24,350.0,13.8,72.0,254
13693305,462130,Ane,Vitoria-Gasteiz,147.0,156,3,EBI00456,34200.0,8,1400.0,9.5,85.0,293
23470137,294488,Mikel,Bilbao,215.0,338,7,EBI00456,29400.0,24,350.0,13.8,72.0,282
14466271,787556,Gorka,Vitoria-Gasteiz,317.0,82,7,Exento,34200.0,8,1400.0,9.5,85.0,267
64717184,490530,Ane,Bilbao,265.0,103,9,Exento,29400.0,24,350.0,13.8,72.0,281
44907127,892058,Maite,Bilbao,257.0,86,2,EBI00456,29400.0,24,350.0,13.8,72.0,164
20495300,762784,Gorka,Donostia-San Sebastián,100.0,341,6,ESS00123,38500.0,29,120.0,17.1,78.0,256
38709379,899289,Mikel,Vitoria-Gasteiz,146.0,156,9,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,266
44654999,341531,Mikel,Vitoria-Gasteiz,236.0,95,2,ESS00123,34200.0,8,1400.0,9.5,85.0,111
37451727,346693,Jon,Bilbao,244.0,168,2,EBI00456,29400.0,24,350.0,13.8,72.0,273
84815222,803650,Gorka,Bilbao,277.0,114,5,EBI00456,29400.0,24,350.0,13.8,72.0,256
38997889,650719,Jon,Bilbao,271.0,251,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,244
58978079,971408,Ane,Donostia-San Sebastián,183.0,278,10,EBI00456,38500.0,29,120.0,17.1,78.0,263
21726298,338360,Amaia,Donostia-San Sebastián,193.0,244,10,ESS00123,38500.0,29,120.0,17.1,78.0,220
94607827,444855,Amaia,Bilbao,159.0,128,8,EBI00456,29400.0,24,350.0,13.8,72.0,147
65723671,607403,Amaia,Vitoria-Gasteiz,107.0,189,11,EBI00456,34200.0,8,1400.0,9.5,85.0,240
99843595,126385,Gorka,Vitoria-Gasteiz,148.0,114,9,ESS00123,34200.0,8,1400.0,9.5,85.0,211
66564401,531374,Amaia,Donostia-San Sebastián,200.0,156,2,EBI00456,38500.0,29,120.0,17.1,78.0,204
56673570,516235,Ane,Donostia-San Sebastián,317.0,146,5,Exento,38500.0,29,120.0,17.1,78.0,201
88547323,380783,Jon,Bilbao,50.0,353,7,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,180
25033888,185530,Gorka,Vitoria-Gasteiz,191.0,178,6,EBI00456,34200.0,8,1400.0,9.5,85.0,280
99132960,855271,Jon,Bilbao,228.0,267,6,ESS00123,29400.0,24,350.0,13.8,72.0,133
71704882,383707,Gorka,Donostia-San Sebastián,72.0,213,7,ESS00123,38500.0,29,120.0,17.1,78.0,276
44958762,477816,Jon,Vitoria-Gasteiz,82.0,94,3,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,177
27028708,529660,Mikel,Vitoria-Gasteiz,163.0,138,3,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,237
14035851,501927,Jon,Donostia-San Sebastián,288.0,126,10,ESS00123,38500.0,29,120.0,17.1,78.0,202
57685442,829678,Amaia,Bilbao,112.0,93,9,ESS00123,29400.0,24,350.0,13.8,72.0,153
44045504,445114,Mikel,Bilbao,258.0,156,8,Exento,29400.0,24,350.0,13.8,72.0,242
92396202,343373,Jon,Vitoria-Gasteiz,262.0,228,5,ESS00123,34200.0,8,1400.0,9.5,85.0,164
45610155,447697,Gorka,Donostia-San Sebastián,221.0,228,6,ESS00123,38500.0,29,120.0,17.1,78.0,267
39469068,261779,Gorka,Vitoria-Gasteiz,208.0,210,11,ESS00123,34200.0,8,1400.0,9.5,85.0,138
40185054,270182,Gorka,Donostia-San Sebastián,102.0,130,10,ESS00123,38500.0,29,120.0,17.1,78.0,263
19702701,817148,Maite,Bilbao,313.0,62,1,EBI00456,29400.0,24,350.0,13.8,72.0,263
88262145,707167,Ane,Donostia-San Sebastián,102.0,91,10,Exento,38500.0,29,120.0,17.1,78.0,146
43127676,338260,Gorka,Bilbao,149.0,346,1,ESS00123,29400.0,24,350.0,13.8,72.0,224
12976242,931291,Mikel,Donostia-San Sebastián,272.0,141,4,ESS00123,38500.0,29,120.0,17.1,78.0,290
47317456,938530,Gorka,Vitoria-Gasteiz,291.0,102,2,ESS00123,34200.0,8,1400.0,9.5,85.0,267
37812615,770611,Maite,Bilbao,232.0,164,11,EBI00456,29400.0,24,350.0,13.8,72.0,112
54653148,746701,Amaia,Vitoria-Gasteiz,127.0,60,7,ESS00123,34200.0,8,1400.0,9.5,85.0,231
14833177,886958,Mikel,Vitoria-Gasteiz,230.0,120,2,EBI00456,34200.0,8,1400.0,9.5,85.0,152
18454561,430904,Maite,Bilbao,296.0,329,10,Exento,29400.0,24,350.0,13.8,72.0,116
55932658,147837,Amaia,Bilbao,282.0,239,2,ESS00123,29400.0,24,350.0,13.8,72.0,234
12597480,618349,Iker,Vitoria-Gasteiz,228.0,283,5,ESS00123,34200.0,8,1400.0,9.5,85.0,158
33151417,884838,Iker,Vitoria-Gasteiz,254.0,65,4,ESS00123,34200.0,8,1400.0,9.5,85.0,230
49673332,897968,Mikel,Vitoria-Gasteiz,141.0,162,8,EBI00456,34200.0,8,1400.0,9.5,85.0,182
29699313,652829,Jon,Vitoria-Gasteiz,252.0,69,4,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,150
26934380,179083,Ane,Bilbao,181.0,130,6,ESS00123,29400.0,24,350.0,13.8,72.0,215
20617244,658819,Ane,Bilbao,228.0,149,5,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,186
44086263,370856,Maite,Vitoria-Gasteiz,120.0,285,11,ESS00123,34200.0,8,1400.0,9.5,85.0,291
80098339,466245,Amaia,Donostia-San Sebastián,186.0,217,2,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,236
60234072,951887,Ane,Donostia-San Sebastián,281.0,287,11,EBI00456,38500.0,29,120.0,17.1,78.0,200
13369720,699032,Amaia,Bilbao,69.0,185,8,EBI00456,29400.0,24,350.0,13.8,72.0,264
81819939,877147,Amaia,Vitoria-Gasteiz,111.0,268,2,EBI00456,34200.0,8,1400.0,9.5,85.0,117
83963364,754037,Maite,Vitoria-Gasteiz,294.0,156,9,EBI00456,34200.0,8,1400.0,9.5,85.0,141
12640328,891541,Maite,Bilbao,162.0,133,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,173
35856919,935700,Maite,Donostia-San Sebastián,117.0,174,3,Exento,38500.0,29,120.0,17.1,78.0,247
67658082,856097,Ane,Donostia-San Sebastián,54.0,250,4,EBI00456,38500.0,29,120.0,17.1,78.0,122
65395426,941047,Iker,Donostia-San Sebastián,255.0,229,8,ESS00123,38500.0,29,120.0,17.1,78.0,202
37348975,706791,Maite,Bilbao,196.0,263,9,ESS00123,29400.0,24,350.0,13.8,72.0,272
21552291,354346,Ane,Donostia-San Sebastián,49.0,115,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,170
10070640,709996,Maite,Bilbao,239.0,267,5,EBI00456,29400.0,24,350.0,13.8,72.0,291
87498463,815472,Gorka,Bilbao,157.0,100,11,EBI00456,29400.0,24,350.0,13.8,72.0,117
72976036,726759,Amaia,Vitoria-Gasteiz,315.0,91,8,EBI00456,34200.0,8,1400.0,9.5,85.0,138
95241611,878513,Maite,Donostia-San Sebastián,207.0,74,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,204
13741196,257661,Mikel,Bilbao,149.0,121,7,EBI00456,29400.0,24,350.0,13.8,72.0,150
29511512,785375,Amaia,Donostia-San Sebastián,225.0,214,11,Exento,38500.0,29,120.0,17.1,78.0,267
93692386,260081,Amaia,Donostia-San Sebastián,88.0,343,8,Exento,38500.0,29,120.0,17.1,78.0,258
50260456,969741,Maite,Vitoria-Gasteiz,219.0,268,10,ESS00123,34200.0,8,1400.0,9.5,85.0,120
21720477,488590,Iker,Donostia-San Sebastián,206.0,246,11,ESS00123,38500.0,29,120.0,17.1,78.0,111
23217648,817406,Jon,Vitoria-Gasteiz,184.0,189,3,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,287
32558781,993093,Iker,Bilbao,176.0,186,2,ESS00123,29400.0,24,350.0,13.8,72.0,278
69946863,781503,Maite,Donostia-San Sebastián,131.0,351,10,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,240
72784216,106154,Amaia,Bilbao,220.0,173,7,ESS00123,29400.0,24,350.0,13.8,72.0,189
42425301,777164,Mikel,Donostia-San Sebastián,227.0,258,9,ESS00123,38500.0,29,120.0,17.1,78.0,288
80373772,164288,Amaia,Bilbao,173.0,72,1,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,196
98146618,151195,Iker,Donostia-San Sebastián,290.0,330,3,EBI00456,38500.0,29,120.0,17.1,78.0,262
36778642,382725,Mikel,Donostia-San Sebastián,133.0,148,5,ESS00123,38500.0,29,120.0,17.1,78.0,267
70995760,545864,Ane,Donostia-San Sebastián,110.0,274,3,Exento,38500.0,29,120.0,17.1,78.0,215
56547339,392231,Gorka,Donostia-San Sebastián,202.0,337,1,EBI00456,38500.0,29,120.0,17.1,78.0,248
24573458,805290,Amaia,Donostia-San Sebastián,193.0,262,7,EBI00456,38500.0,29,120.0,17.1,78.0,126
57911176,264053,Maite,Donostia-San Sebastián,160.0,133,7,ESS00123,38500.0,29,120.0,17.1,78.0,263
39264326,693586,Ane,Donostia-San Sebastián,258.0,84,10,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,132
92896667,932599,Gorka,Donostia-San Sebastián,297.0,160,8,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,293
63953229,830664,Maite,Donostia-San Sebastián,187.0,235,5,ESS00123,38500.0,29,120.0,17.1,78.0,289
98132318,536624,Jon,Bilbao,294.0,176,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,157
66294783,139499,Maite,Vitoria-Gasteiz,69.0,225,5,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,129
69145779,487960,Mikel,Donostia-San Sebastián,114.0,100,5,EBI00456,38500.0,29,120.0,17.1,78.0,111
56977874,545485,Mikel,Vitoria-Gasteiz,157.0,179,1,EBI00456,34200.0,8,1400.0,9.5,85.0,197
39365614,793919,Jon,Donostia-San Sebastián,156.0,156,10,ESS00123,38500.0,29,120.0,17.1,78.0,140
99268367,345198,Ane,Donostia-San Sebastián,135.0,204,5,ESS00123,38500.0,29,120.0,17.1,78.0,264
57010676,567535,Gorka,Bilbao,62.0,275,6,Exento,29400.0,24,350.0,13.8,72.0,239
61371106,867285,Maite,Bilbao,193.0,288,1,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,187
47327243,720635,Mikel,Vitoria-Gasteiz,271.0,189,11,EBI00456,34200.0,8,1400.0,9.5,85.0,113
79426200,410931,Ane,Bilbao,258.0,196,7,EBI00456,29400.0,24,350.0,13.8,72.0,250
79872506,397632,Jon,Bilbao,195.0,332,1,ESS00123,29400.0,24,350.0,13.8,72.0,272
20198499,436585,Iker,Vitoria-Gasteiz,236.0,176,11,ESS00123,34200.0,8,1400.0,9.5,85.0,237
47342772,830023,Amaia,Bilbao,84.0,153,2,EBI00456,29400.0,24,350.0,13.8,72.0,243
54362902,122431,Iker,Donostia-San Sebastián,286.0,227,2,ESS00123,38500.0,29,120.0,17.1,78.0,140
10197775,423825,Iker,Vitoria-Gasteiz,182.0,262,5,EBI00456,34200.0,8,1400.0,9.5,85.0,247
45940920,294555,Mikel,Vitoria-Gasteiz,224.0,208,10,ESS00123,34200.0,8,1400.0,9.5,85.0,130
94673574,747008,Jon,Donostia-San Sebastián,244.0,242,7,Exento,38500.0,29,120.0,17.1,78.0,132
33614649,673441,Maite,Bilbao,247.0,211,1,ESS00123,29400.0,24,350.0,13.8,72.0,240
88507230,368512,Iker,Vitoria-Gasteiz,105.0,133,10,EBI00456,34200.0,8,1400.0,9.5,85.0,269
27310852,998792,Iker,Vitoria-Gasteiz,236.0,333,1,EBI00456,34200.0,8,1400.0,9.5,85.0,257
88535842,276076,Gorka,Donostia-San Sebastián,49.0,101,1,ESS00123,38500.0,29,120.0,17.1,78.0,138
64564054,319724,Mikel,Donostia-San Sebastián,281.0,271,6,ESS00123,38500.0,29,120.0,17.1,78.0,214
72989020,999187,Mikel,Bilbao,225.0,160,2,ESS00123,29400.0,24,350.0,13.8,72.0,161
40773482,681273,Maite,Vitoria-Gasteiz,81.0,104,1,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,224
88733130,936501,Amaia,Bilbao,100.0,141,6,ESS00123,29400.0,24,350.0,13.8,72.0,283
87273675,414470,Ane,Bilbao,281.0,76,2,Exento,29400.0,24,350.0,13.8,72.0,271
12276360,733025,Gorka,Donostia-San Sebastián,241.0,132,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,210
59437769,836421,Mikel,Vitoria-Gasteiz,117.0,73,10,Exento,34200.0,8,1400.0,9.5,85.0,193
41665404,778758,Gorka,Vitoria-Gasteiz,103.0,216,8,ESS00123,34200.0,8,1400.0,9.5,85.0,170
95218477,853753,Mikel,Vitoria-Gasteiz,284.0,282,2,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,234
67849484,150861,Gorka,Donostia-San Sebastián,46.0,191,11,ESS00123,38500.0,29,120.0,17.1,78.0,180
26434343,438041,Jon,Donostia-San Sebastián,232.0,106,9,EBI00456,38500.0,29,120.0,17.1,78.0,179
54079273,312977,Iker,Donostia-San Sebastián,74.0,166,8,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,248
50201137,751406,Mikel,Donostia-San Sebastián,311.0,167,10,EBI00456,38500.0,29,120.0,17.1,78.0,217
82571674,955009,Gorka,Donostia-San Sebastián,152.0,324,1,EBI00456,38500.0,29,120.0,17.1,78.0,130
90497273,821001,Ane,Vitoria-Gasteiz,134.0,264,7,ESS00123,34200.0,8,1400.0,9.5,85.0,240
90954884,109078,Jon,Bilbao,249.0,138,10,ESS00123,29400.0,24,350.0,13.8,72.0,191
67235484,424912,Jon,Vitoria-Gasteiz,264.0,214,6,EBI00456,34200.0,8,1400.0,9.5,85.0,197
72182821,675335,Ane,Bilbao,138.0,330,6,ESS00123,29400.0,24,350.0,13.8,72.0,220
86835154,958058,Gorka,Donostia-San Sebastián,147.0,306,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,119
90768647,944092,Maite,Bilbao,267.0,78,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,264
93273068,859746,Ane,Vitoria-Gasteiz,230.0,85,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,121
33020885,495141,Gorka,Vitoria-Gasteiz,228.0,276,7,EBI00456,34200.0,8,1400.0,9.5,85.0,116
11286643,315048,Ane,Bilbao,206.0,213,3,EBI00456,29400.0,24,350.0,13.8,72.0,254
87031056,860581,Ane,Donostia-San Sebastián,291.0,213,6,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,223
51869822,742120,Mikel,Donostia-San Sebastián,75.0,233,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,135
16200646,749438,Gorka,Vitoria-Gasteiz,96.0,151,7,EBI00456,34200.0,8,1400.0,9.5,85.0,124
84092760,257087,Maite,Bilbao,120.0,240,7,ESS00123,29400.0,24,350.0,13.8,72.0,142
24509187,133320,Iker,Donostia-San Sebastián,84.0,190,8,ESS00123,38500.0,29,120.0,17.1,78.0,171
37780899,427025,Mikel,Donostia-San Sebastián,145.0,357,2,EBI00456,38500.0,29,120.0,17.1,78.0,156
15409861,715115,Ane,Vitoria-Gasteiz,155.0,334,9,EBI00456,34200.0,8,1400.0,9.5,85.0,204
98825083,613287,Iker,Donostia-San Sebastián,293.0,332,5,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,144
65478034,464359,Amaia,Bilbao,235.0,135,9,ESS00123,29400.0,24,350.0,13.8,72.0,185
22831595,359931,Iker,Vitoria-Gasteiz,226.0,236,10,ESS00123,34200.0,8,1400.0,9.5,85.0,232
85524262,506845,Ane,Vitoria-Gasteiz,253.0,243,5,ESS00123,34200.0,8,1400.0,9.5,85.0,192
87189210,947982,Ane,Bilbao,66.0,190,7,ESS00123,29400.0,24,350.0,13.8,72.0,134
10448345,649114,Gorka,Vitoria-Gasteiz,210.0,108,11,ESS00123,34200.0,8,1400.0,9.5,85.0,166
86246546,200734,Gorka,Donostia-San Sebastián,143.0,114,9,EBI00456,38500.0,29,120.0,17.1,78.0,141
84936358,257702,Mikel,Donostia-San Sebastián,252.0,213,4,EBI00456,38500.0,29,120.0,17.1,78.0,172
25814828,854122,Maite,Bilbao,52.0,259,2,Exento,29400.0,24,350.0,13.8,72.0,121
58763532,277235,Mikel,Donostia-San Sebastián,234.0,177,9,ESS00123,38500.0,29,120.0,17.1,78.0,172
48538877,198511,Jon,Bilbao,219.0,322,2,ESS00123,29400.0,24,350.0,13.8,72.0,186
83851335,373797,Ane,Bilbao,317.0,105,3,EBI00456,29400.0,24,350.0,13.8,72.0,201
54196734,783321,Iker,Donostia-San Sebastián,61.0,361,10,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,110
99630668,706229,Amaia,Bilbao,134.0,248,2,ESS00123,29400.0,24,350.0,13.8,72.0,288
90558427,829497,Ane,Donostia-San Sebastián,185.0,188,3,SIN_REGISTRO,38500.0,29,120.0,17.1,78.0,179
48503931,920094,Ane,Vitoria-Gasteiz,189.0,108,6,ESS00123,34200.0,8,1400.0,9.5,85.0,245
29164528,198818,Mikel,Vitoria-Gasteiz,210.0,84,3,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,242
97580056,252360,Amaia,Bilbao,122.0,325,10,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,195
30812709,877915,Amaia,Donostia-San Sebastián,306.0,177,8,ESS00123,38500.0,29,120.0,17.1,78.0,148
99589817,719369,Amaia,Donostia-San Sebastián,207.0,203,11,EBI00456,38500.0,29,120.0,17.1,78.0,132
62203051,661165,Mikel,Vitoria-Gasteiz,58.0,259,6,ESS00123,34200.0,8,1400.0,9.5,85.0,177
49301804,473706,Ane,Vitoria-Gasteiz,283.0,216,7,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,289
14848287,311957,Mikel,Donostia-San Sebastián,116.0,193,1,EBI00456,38500.0,29,120.0,17.1,78.0,113
61152700,172715,Gorka,Bilbao,187.0,207,3,EBI00456,29400.0,24,350.0,13.8,72.0,235
53750190,241398,Gorka,Vitoria-Gasteiz,313.0,130,3,Exento,34200.0,8,1400.0,9.5,85.0,284
79334164,734379,Mikel,Bilbao,285.0,292,2,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,130
62187215,619052,Amaia,Bilbao,289.0,358,7,ESS00123,29400.0,24,350.0,13.8,72.0,293
88998740,232632,Ane,Vitoria-Gasteiz,207.0,213,9,EBI00456,34200.0,8,1400.0,9.5,85.0,214
65257851,965580,Mikel,Bilbao,104.0,149,4,ESS00123,29400.0,24,350.0,13.8,72.0,175
58518372,183186,Mikel,Bilbao,50.0,258,5,ESS00123,29400.0,24,350.0,13.8,72.0,116
22842659,787250,Mikel,Donostia-San Sebastián,241.0,220,3,EBI00456,38500.0,29,120.0,17.1,78.0,158
43978002,251094,Jon,Bilbao,102.0,85,11,ESS00123,29400.0,24,350.0,13.8,72.0,125
12373139,694604,Gorka,Donostia-San Sebastián,261.0,180,9,ESS00123,38500.0,29,120.0,17.1,78.0,254
65553464,128380,Iker,Vitoria-Gasteiz,70.0,360,4,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,193
52801198,734486,Amaia,Vitoria-Gasteiz,49.0,271,5,ESS00123,34200.0,8,1400.0,9.5,85.0,196
28892008,364500,Maite,Donostia-San Sebastián,64.0,122,1,EBI00456,38500.0,29,120.0,17.1,78.0,207
45427853,170326,Iker,Vitoria-Gasteiz,242.0,127,11,ESS00123,34200.0,8,1400.0,9.5,85.0,184
66882318,978879,Amaia,Bilbao,103.0,312,2,ESS00123,29400.0,24,350.0,13.8,72.0,143
83190814,739282,Maite,Bilbao,286.0,61,9,ESS00123,29400.0,24,350.0,13.8,72.0,270
20986868,320971,Jon,Bilbao,190.0,167,2,EBI00456,29400.0,24,350.0,13.8,72.0,135
50480309,906481,Mikel,Vitoria-Gasteiz,317.0,345,5,Exento,34200.0,8,1400.0,9.5,85.0,175
49521538,568933,Jon,Bilbao,293.0,108,8,ESS00123,29400.0,24,350.0,13.8,72.0,234
88815702,991793,Jon,Vitoria-Gasteiz,58.0,199,3,ESS00123,34200.0,8,1400.0,9.5,85.0,172
70972984,902514,Iker,Bilbao,57.0,277,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,196
48673354,887093,Ane,Donostia-San Sebastián,88.0,103,4,ESS00123,38500.0,29,120.0,17.1,78.0,150
65454431,268484,Iker,Vitoria-Gasteiz,63.0,328,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,207
75557447,889352,Gorka,Vitoria-Gasteiz,107.0,137,7,ESS00123,34200.0,8,1400.0,9.5,85.0,233
93845477,584410,Maite,Bilbao,283.0,275,10,Exento,29400.0,24,350.0,13.8,72.0,188
87982667,869666,Mikel,Vitoria-Gasteiz,144.0,157,3,ESS00123,34200.0,8,1400.0,9.5,85.0,119
65860631,441705,Iker,Vitoria-Gasteiz,207.0,295,6,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,124
67681017,895378,Maite,Donostia-San Sebastián,166.0,341,10,Exento,38500.0,29,120.0,17.1,78.0,151
12667867,325314,Amaia,Donostia-San Sebastián,88.0,208,9,EBI00456,38500.0,29,120.0,17.1,78.0,202
66987271,538716,Maite,Bilbao,189.0,363,11,ESS00123,29400.0,24,350.0,13.8,72.0,294
51241273,859900,Amaia,Donostia-San Sebastián,94.0,125,10,Exento,38500.0,29,120.0,17.1,78.0,126
55718843,902741,Iker,Bilbao,109.0,293,1,EBI00456,29400.0,24,350.0,13.8,72.0,118
78452891,679518,Gorka,Bilbao,208.0,146,3,ESS00123,29400.0,24,350.0,13.8,72.0,223
75432283,998254,Iker,Bilbao,185.0,138,2,ESS00123,29400.0,24,350.0,13.8,72.0,145
81275364,591872,Amaia,Vitoria-Gasteiz,172.0,264,8,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,145
34244264,616998,Maite,Donostia-San Sebastián,283.0,338,7,ESS00123,38500.0,29,120.0,17.1,78.0,157
52734307,619984,Maite,Bilbao,231.0,313,2,EBI00456,29400.0,24,350.0,13.8,72.0,160
84993343,565757,Amaia,Donostia-San Sebastián,252.0,363,6,EBI00456,38500.0,29,120.0,17.1,78.0,206
77606426,474484,Jon,Bilbao,264.0,189,3,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,228
55791733,608062,Gorka,Donostia-San Sebastián,234.0,143,8,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,204
14578238,683609,Ane,Donostia-San Sebastián,281.0,335,10,ESFCTU00004802700008399400000000000000000000EBI014636,38500.0,29,120.0,17.1,78.0,179
30814992,232028,Mikel,Bilbao,238.0,246,3,ESS00123,29400.0,24,350.0,13.8,72.0,183
31288948,331447,Maite,Vitoria-Gasteiz,303.0,105,10,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,189
15562067,960563,Mikel,Donostia-San Sebastián,290.0,242,9,ESS00123,38500.0,29,120.0,17.1,78.0,177
48791628,541124,Ane,Vitoria-Gasteiz,180.0,327,1,EBI00456,34200.0,8,1400.0,9.5,85.0,259
37345820,912395,Iker,Vitoria-Gasteiz,315.0,355,5,EBI00456,34200.0,8,1400.0,9.5,85.0,186
45154828,726045,Mikel,Bilbao,215.0,159,3,ESS00123,29400.0,24,350.0,13.8,72.0,225
30088365,532659,Ane,Bilbao,203.0,137,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,115
68842658,985691,Amaia,Bilbao,245.0,331,10,ESS00123,29400.0,24,350.0,13.8,72.0,263
53109628,401207,Jon,Donostia-San Sebastián,89.0,221,2,EBI00456,38500.0,29,120.0,17.1,78.0,184
23021573,476369,Maite,Bilbao,308.0,103,9,Exento,29400.0,24,350.0,13.8,72.0,197
62827729,478544,Ane,Bilbao,115.0,297,6,Exento,29400.0,24,350.0,13.8,72.0,112
54620658,442962,Mikel,Donostia-San Sebastián,147.0,193,7,ESS00123,38500.0,29,120.0,17.1,78.0,161
39933823,366847,Maite,Donostia-San Sebastián,169.0,251,5,EBI00456,38500.0,29,120.0,17.1,78.0,183
90155332,820488,Jon,Bilbao,274.0,337,9,SIN_REGISTRO,29400.0,24,350.0,13.8,72.0,234
94461358,696387,Amaia,Bilbao,190.0,77,1,ESS00123,29400.0,24,350.0,13.8,72.0,174
65519128,519065,Iker,Bilbao,241.0,71,5,EBI00456,29400.0,24,350.0,13.8,72.0,161
61509697,787220,Maite,Bilbao,265.0,239,11,ESS00123,29400.0,24,350.0,13.8,72.0,185
96966281,131585,Iker,Vitoria-Gasteiz,104.0,182,10,EBI00456,34200.0,8,1400.0,9.5,85.0,251
17136029,515231,Ane,Vitoria-Gasteiz,142.0,305,11,SIN_REGISTRO,34200.0,8,1400.0,9.5,85.0,198
97350522,667873,Jon,Bilbao,215.0,281,6,EBI00456,29400.0,24,350.0,13.8,72.0,181
69994988,389102,Mikel,Vitoria-Gasteiz,217.0,110,7,EBI00456,34200.0,8,1400.0,9.5,85.0,177
46869124,388161,Jon,Donostia-San Sebastián,195.0,130,4,EBI00456,38500.0,29,120.0,17.1,78.0,265
31496823,486821,Jon,Vitoria-Gasteiz,166.0,107,1,EBI00456,34200.0,8,1400.0,9.5,85.0,247
16285088,915858,Gorka,Vitoria-Gasteiz,152.0,78,11,ESS00123,34200.0,8,1400.0,9.5,85.0,224
59907857,379922,Jon,Bilbao,48.0,321,8,ESS00123,29400.0,24,350.0,13.8,72.0,166
89569119,800601,Jon,Vitoria-Gasteiz,137.0,143,10,EBI00456,34200.0,8,1400.0,9.5,85.0,175
81021806,142229,Maite,Vitoria-Gasteiz,50.0,214,4,EBI00456,34200.0,8,1400.0,9.5,85.0,199
17468810,186652,Mikel,Vitoria-Gasteiz,150.0,112,3,EBI00456,34200.0,8,1400.0,9.5,85.0,159
11635156,349474,Maite,Vitoria-Gasteiz,190.0,166,7,ESS00123,34200.0,8,1400.0,9.5,85.0,123
35301054,803724,Maite,Donostia-San Sebastián,315.0,363,2,ESS00123,38500.0,29,120.0,17.1,78.0,125
87264088,360116,Ane,Bilbao,140.0,194,8,ESS00123,29400.0,24,350.0,13.8,72.0,291
15001045,971310,Maite,Bilbao,273.0,128,6,ESFCTU00004802700008399400000000000000000000EBI014636,29400.0,24,350.0,13.8,72.0,280
81572282,943488,Gorka,Donostia-San Sebastián,246.0,70,7,EBI00456,38500.0,29,120.0,17.1,78.0,151
38267184,620985,Gorka,Vitoria-Gasteiz,256.0,202,5,ESS00123,34200.0,8,1400.0,9.5,85.0,219
14345760,119975,Iker,Donostia-San Sebastián,50.0,251,9,ESS00123,38500.0,29,120.0,17.1,78.0,131
33930984,257795,Ane,Vitoria-Gasteiz,156.0,128,5,ESFCTU00004802700008399400000000000000000000EBI014636,34200.0,8,1400.0,9.5,85.0,177
46805730,516495,Iker,Donostia-San Sebastián,150.0,82,11,ESS00123,38500.0,29,120.0,17.1,78.0,128
